"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","734","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","1","57","1","","1","0","left","24","19","21.5","0.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","431","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","58","1","","2","0","left","24","19","21.5","0.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","431","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","58","2","","2","0","left","25","19","21.5","1"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","198","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","3","59","2","","3","0","left","25","19","21.5","1"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","198","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","3","59","3","","3","0","left","26","19","21.5","1.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","108","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","4","60","3","","4","0","left","26","19","21.5","1.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","108","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","4","60","3","","4","0","left","27","19","21.5","1.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","74","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","5","61","3","","5","0","left","27","19","21.5","1.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","74","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","5","61","3","","5","0","left","28","19","21.5","1.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","53","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","62","3","","6","0","left","28","19","21.5","1.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","53","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","62","4","","6","0","left","29","19","21.5","2"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","91","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","63","4","","7","0","left","29","19","21.5","2"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","91","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","63","5","","7","0","left","30","19","21.5","2.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","69","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","64","5","","8","0","left","30","19","21.5","2.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","69","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","64","6","","8","0","left","31","19","21.5","3"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","56","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","9","65","6","","9","0","left","31","19","21.5","3"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","56","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","9","65","6","","9","0","left","32","19","21.5","3"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","68","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","66","6","","10","0","left","32","19","21.5","3"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","68","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","66","7","","10","0","left","33","19","21.5","3.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","55","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","67","7","","11","0","left","33","19","21.5","3.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","55","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","67","8","","11","0","left","34","19","21.5","4"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","40","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","68","8","","12","0","left","34","19","21.5","4"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","40","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","68","9","","12","0","left","35","19","21.5","4.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","59","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","13","69","9","","13","0","left","35","19","21.5","4.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","59","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","13","69","10","","13","0","left","36","19","21.5","5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","72","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","70","10","","14","0","left","36","19","21.5","5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","72","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","70","11","","14","0","left","37","19","21.5","5.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","72","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","15","71","11","","15","0","left","37","19","21.5","5.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","72","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","15","71","12","","15","0","left","38","19","21.5","6"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","82","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","72","12","","16","0","left","38","19","21.5","6"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","82","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","72","13","","16","0","left","39","19","21.5","6.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","62","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","17","73","13","","17","0","left","39","19","21.5","6.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","62","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","17","73","14","","17","0","left","40","19","21.5","7"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","75","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","74","14","","18","0","left","40","19","21.5","7"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","75","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","74","15","","18","0","left","41","19","21.5","7.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","89","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","75","15","","19","0","left","41","19","21.5","7.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","89","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","75","16","","19","0","left","42","19","21.5","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","telescope.bmp","100","88","33","89","33","75","21","13","2","Reversal","21","13","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","20","76","16","","20","0","right","42","19","21.5","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","88","33","89","33","75","21","13","2","Reversal","21","13","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","20","76","16","","20","0","right","0","19","21.5","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","telescope.bmp","100","85","33","89","33","17","21","13","2","Reversal","21","13","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","21","77","16","","21","0","right","0","19","21.5","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","85","33","89","33","17","21","13","2","Reversal","21","13","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","21","77","16","","21","0","right","0","19","21.5","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","telescope.bmp","100","82","33","89","33","0","21","13","2","Reversal","21","13","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","22","78","16","","22","0","right","0","19","21.5","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","82","33","89","33","0","21","13","2","Reversal","21","13","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","22","78","16","","22","0","right","0","19","21.5","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","telescope.bmp","100","82","33","89","36","402","21","13","2","Reversal","21","13","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","23","79","16","","22","1","right","0","19","21.5","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","82","33","89","36","402","21","13","2","Reversal","21","13","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","23","79","16","","22","1","right","1","19","21.5","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","telescope.bmp","100","83","33","89","36","26","21","13","2","Reversal","21","13","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","24","80","16","","22","2","right","1","19","21.5","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","83","33","89","36","26","21","13","2","Reversal","21","13","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","24","80","17","","22","2","right","2","19","21.5","8.5"
